DE0,DE2,DE3,DE4,DE5,DE6,DE7,DE18,DE19,DE22,DE25,DE26,DE38,DE39,DE41,DE42,DE48,DE49,DE55,DE60,DE61,DE90,DE127,DE300,DE301,DE1004,DE2004,DE3004,DE4004,DE5004
,6011935370451008,000000,000000008722,000000008722,000000008722,0109160000,3245,524,901,59,04,i17423,12,70015020,GROFERS11797900,9792001741501,144," ",WEB,rupay,22833c5d227b8caa76af15a817ce5a0b881ffd7f12," ",2,,,,,,
,4986225983942924,000000,000000024151,000000024151,000000024151,0109200000,5551,356,901,59,04,y61866,12,70011803,CLEARTRIP689430,9791229344853,144," ",WEB,visa,cd15374d7033118dc710b6f0f95f6afe4887e5ea12," ",1,,,,,,
,4556327688792800,000000,000000013745,000000013745,000000013745,0109230000,3391,586,901,59,04,w48446,12,70015020,GROFERS11797900,9785174740464,356," ",WEB,visa,d37772f7ba882e23fd076f2c886dab74b741878612," ",2,,,,,,
,2221882807573993,000000,000000027191,000000027191,000000027191,0109230000,3380,586,901,59,04,v07774,12,70007469,PAYUPAISA477790,9786242798356,144," ",WEB,mastercard,bb92165ebbbc17a6080b9fec1cd699cb541783f412," ",3,,,,,,
,2608252458008801,000000,000000070871,000000070871,000000070871,0110030000,3211,524,901,59,04,f57513,12,70015020,GROFERS11797900,9794399034104,586," ",WEB,mastercard,f8f05847f63325b6d80c122ca37ce49217bafdc912," ",2,,000000097912,,,,
,6011804551044356,000000,000000007204,000000007204,000000007204,0110060000,5561,586,901,59,04,b75673,12,70007469,PAYUPAISA477790,9792840716869,356," ",WEB,rupay,784029b35d6cf59d7f4ee8240582289ce7d1e5f212," ",3,,,,,,
,5539163528452878,000000,000000025403,000000025403,000000025403,0110090000,4457,586,901,52,04,t98830,12,70007469,PAYUPAISA477790,9793940556959,144," ",WEB,mastercard,4206ffb21926d4c6aa7721f7f0812c9106dc0d2f12," ",3,,,,,,
,6011006438921695,000000,000000004097,000000004097,000000004097,0110100000,7511,144,901,52,04,y34033,12,70015020,GROFERS11797900,9788748546219,586," ",WEB,rupay,7a05f93d3804d1a492af9f734b9d24c1d05c677212," ",2,,000000008341,,,,
,4556786663993545,000000,000000026014,000000026014,000000026014,0110120000,3211,586,901,59,04,p28973,12,70007469,PAYUPAISA477790,9799444431785,144," ",WEB,visa,0a2c72b6e9a124a1185586d39e06f8e491ff3c1e12," ",3,,,,,,
,2720102927475748,000000,000000021343,000000021343,000000021343,0110150000,3396,144,901,52,04,p70490,12,70007469,PAYUPAISA477790,9780899461571,586," ",WEB,mastercard,0798872516beca69838d847c0ea3be6d1dc8b19912," ",3,,,,,,
,6011920728597199,000000,000000002444,000000002444,000000002444,0110190000,4011,356,901,59,04,j29131,12,70011803,CLEARTRIP689430,9784908671562,356," ",WEB,rupay,2efef06d72c24fbc6bef59e49d74b624b9003bb412," ",1,,,,,,
,4024007131668708,000000,000000008644,000000008644,000000008644,0110210000,3193,144,901,52,04,j55978,12,70015020,GROFERS11797900,9783703924453,356," ",WEB,visa,61af856acc52c8fbd75f8c678a74f8345741bae812," ",2,,000000012408,000000013867,000000013194,,
,4929526968847289,000000,000000027521,000000027521,000000027521,0111000000,3243,524,901,52,04,n77693,12,70011803,CLEARTRIP689430,9793233054315,356," ",WEB,visa,8f03e74ecdbc6d4f30ec9eb7420ab4f7a4e570e612," ",1,,000000012784,,,,
,6011784160071380,000000,000000026163,000000026163,000000026163,0111040000,3285,356,901,52,04,v39405,12,70011803,CLEARTRIP689430,9794209595375,586," ",WEB,rupay,940e1b1df9f05ba6462c405e7749c2d0e1539cd512," ",1,,000000009629,000000023699,,,
,4532635939117398,000000,000000012773,000000012773,000000012773,0111040000,3219,144,901,52,04,v65405,12,70015020,GROFERS11797900,9793897892148,586," ",WEB,visa,5582a874deaa6b52055f64f0fc97fa60cab897c712," ",2,,000000001837,,,,
,5349216399619304,000000,000000091760,000000091760,000000091760,0112000000,5511,356,901,59,04,t76511,12,70007469,PAYUPAISA477790,9789335347844,586," ",WEB,mastercard,e9c63c4c1a8a9cdf40a71977ddf4d674462970d512," ",3,,000000071275,000000080126,,,
,4916112577088287,000000,000000014201,000000014201,000000014201,0112020000,3248,356,901,52,04,a10143,12,70007469,PAYUPAISA477790,9791929502454,144," ",WEB,visa,482c97e40f67cc68c154a131172802bafe7adf6212," ",3,,,,,,
,6011006438921695,000000,000000003404,000000003404,000000003404,0112060000,3366,356,901,59,04,e49902,12,70011803,CLEARTRIP689430,9780847789665,356," ",WEB,rupay,af8b5c87a78ba6b488926b749c611797eadcb3ec12," ",1,,000000008341,,,,
,5301323519105945,000000,000000069594,000000069594,000000069594,0112060000,3172,586,901,59,04,g04820,12,70011803,CLEARTRIP689430,9789795346234,144," ",WEB,mastercard,57c36406990b10973c507388a407f1dc388df13312," ",1,,000000082567,,,,
,4539433150521313,000000,000000012951,000000012951,000000012951,0112090000,3380,144,901,59,04,z85379,12,70015020,GROFERS11797900,9786666404451,586," ",WEB,visa,c59472061b39cb5a0347d6aca1cf589d3e2bad4012," ",2,,000000013040,,,,
,4716678214231755,000000,000000012995,000000012995,000000012995,0112120000,5599,356,901,52,04,p52598,12,70015020,GROFERS11797900,9792334944723,144," ",WEB,visa,28693f1c7fe5ee331578bdccff692ae0ebe532f912," ",2,,000000024044,000000012349,,,
,2557287988464091,000000,000000001048,000000001048,000000001048,0112160000,3005,356,901,52,04,e83782,12,70015020,GROFERS11797900,9783441052272,586," ",WEB,mastercard,462162cd36825a8450c275d2f5f82baf62a5441812," ",2,,000000019579,,,,
,4532635939117398,000000,000000012226,000000012226,000000012226,0112190000,3374,356,901,52,04,h74427,12,70011803,CLEARTRIP689430,9787823779153,356," ",WEB,visa,0a5961dc7a58defc431ad219ff082f250d130b0012," ",1,,000000001837,,,,
,4485100850384532,000000,000000012738,000000012738,000000012738,0112210000,3005,356,901,52,04,j97709,12,70011803,CLEARTRIP689430,9780395896341,356," ",WEB,visa,40990a8fef545fa5cf0a02b6ccc369faf352689012," ",1,,000000016117,,,,
,5204914772621103,000000,000000020244,000000020244,000000020244,0112230000,4789,524,901,59,04,q26751,12,70011803,CLEARTRIP689430,9795808670395,586," ",WEB,mastercard,42323f87afa7a8e8e57b87d9b7094b76e3f330b612," ",1,,,,,,
,6011829226382360,000000,000000005285,000000005285,000000005285,0113030000,5521,356,901,52,04,q09432,12,70011803,CLEARTRIP689430,9794835902455,586," ",WEB,rupay,3df8e5ff03aaa9715367832c5f4be69efa106b0512," ",1,,000000014397,,,,
,5508656364933866,000000,000000023739,000000023739,000000023739,0113060000,4111,524,901,52,04,z96819,12,70015020,GROFERS11797900,9797614983393,356," ",WEB,mastercard,6acfd0abd3e981c344d94081b31e2157295e604312," ",2,,,,,,
,6011935370451008,000000,000000006021,000000006021,000000006021,0113090000,3436,586,901,59,04,c56113,12,70011803,CLEARTRIP689430,9781572169692,586," ",WEB,rupay,dafb26b9aea68b7850a8d0573dbbfbfa8c9b343412," ",1,,,,,,
,4532687835411607,000000,000000007156,000000007156,000000007156,0113100000,3172,144,901,52,04,i45841,12,70011803,CLEARTRIP689430,9780116930477,586," ",WEB,visa,32e8f96301eed71a5d58374f7b436fa33fb777c512," ",1,,,,,,
,4485100850384532,000000,000000013782,000000013782,000000013782,0113100000,3239,586,901,59,04,g14764,12,70007469,PAYUPAISA477790,9782978127620,356," ",WEB,visa,968ad4c35073de1079e7c98c5cdec788a89b484e12," ",3,,000000016117,,,,
,5108411630631207,000000,000000027971,000000027971,000000027971,0114020000,3381,356,901,59,04,y03611,12,70015020,GROFERS11797900,9798960149198,586," ",WEB,mastercard,6e9da50f9146cf42c1b5dbcf528080ee94f5368c12," ",2,,000000011080,,,,
,6011784160071380,000000,000000019495,000000019495,000000019495,0114060000,3219,356,901,52,04,g09411,12,70007469,PAYUPAISA477790,9784944308187,144," ",WEB,rupay,127fe67a672f5c60b82339ffa8403db343574c4012," ",3,,000000009629,000000023699,,,
,4539866589853064,000000,000000012950,000000012950,000000012950,0114100000,3501,356,901,59,04,h98897,12,70007469,PAYUPAISA477790,9784042283638,356," ",WEB,visa,306329cdca3c6e5eecdecac728b124e61f6b8ccc12," ",3,,000000013927,,,,
,4929146601983852,000000,000000012185,000000012185,000000012185,0114100000,3206,356,901,52,04,b61939,12,70007469,PAYUPAISA477790,9798514398928,356," ",WEB,visa,c97650dba1d955b78f22dbf12e08d7292b8c2ade12," ",3,,000000013801,,,,
,4490589740355202,000000,000000006046,000000006046,000000006046,0115010000,3219,356,901,52,04,s78792,12,70011803,CLEARTRIP689430,9789895751006,356," ",WEB,visa,b155fcfc6804d3837e3afbe494cc9b76fd04e09812," ",1,,,,,,
,5352746410810627,000000,000000028545,000000028545,000000028545,0115010000,3204,356,901,52,04,n28824,12,70011803,CLEARTRIP689430,9788243451889,356," ",WEB,mastercard,7ae5c8a9f4a903fcb28a84c9b9326440a9927ac512," ",1,,,,,,
,2568144138306812,000000,000000019704,000000019704,000000019704,0115050000,3245,586,901,52,04,h85994,12,70007469,PAYUPAISA477790,9782486795144,144," ",WEB,mastercard,ec1136e66d5bef23dcb5b250f1ecc8b22428e34212," ",3,,000000091718,,,,
,4024007118253748,000000,000000013875,000000013875,000000013875,0115090000,3177,144,901,59,04,w55671,12,70015020,GROFERS11797900,9792582844646,356," ",WEB,visa,d37cc5713ee7054e3788f7183370b9b8e6f7a9f812," ",2,,000000013178,,,,
,2221882807573993,000000,000000023600,000000023600,000000023600,0115090000,7012,356,901,59,04,p57453,12,70007469,PAYUPAISA477790,9794592260768,356," ",WEB,mastercard,99229907c11821c30c2cc2316b34641e64f0853e12," ",3,,,,,,
,4539874789911310,000000,000000017640,000000017640,000000017640,0115120000,3111,356,901,59,04,i83606,12,70007469,PAYUPAISA477790,9790783342237,144," ",WEB,visa,caaf01717326da3e8a455d46a3e091aad40f0c0a12," ",3,,,,,,
,6011779343779347,000000,000000013463,000000013463,000000013463,0115140000,3226,356,901,52,04,u05026,12,70007469,PAYUPAISA477790,9790325576779,356," ",WEB,rupay,934cc63922e3d83c8ef472e113654eb7bc24942512," ",3,,000000022243,,,,
,6011830320992807,000000,000000021177,000000021177,000000021177,0116010000,3148,586,901,52,04,o02093,12,70007469,PAYUPAISA477790,9792659446346,144," ",WEB,rupay,13d7c3a84e26d1776e88da3d04173e64d37e3d8a12," ",3,,000000007319,000000019679,,,
,4929700957056703,000000,000000005702,000000005702,000000005702,0116010000,3135,524,901,59,04,q42197,12,70011803,CLEARTRIP689430,9788558786317,586," ",WEB,visa,a69ec83a2ded60bce4ff04ab27944080f7bd03a512," ",1,,000000013831,,,,
,2602133419763849,000000,000000030033,000000030033,000000030033,0116010000,7511,356,901,59,04,u29415,12,70011803,CLEARTRIP689430,9790855618826,144," ",WEB,mastercard,fe4fe226b1780ee7e2f59e2d1f42010dedae105412," ",1,,,,,,
,4916143899922143,000000,000000012129,000000012129,000000012129,0116040000,7511,144,901,59,04,s64553,12,70015020,GROFERS11797900,9783960714972,144," ",WEB,visa,0026a582fa0ac9d0f4f03013fc58d37b2e43273d12," ",2,,000000012823,,,,
,4532687835411607,280000,000000011013,000000011013,000000011013,0104230000,3178,356,901,59,04,w67050,12,70011803,CLEARTRIP689430,9792816187617,356," ",WEB,visa,8eaf93b009b117a205e0c6f12e6febeb7007fc2312," ",1,,000000007156,,,,
,2643768856440939,280000,000000022095,000000022095,000000022095,0105020000,7012,586,901,59,04,s84597,12,70011803,CLEARTRIP689430,9781674878386,356," ",WEB,mastercard,fbf7e907c6988430a80a62f1bc72cb2e5a7a6bdd12," ",1,,000000021588,,,,
,6011145133101896,280000,000000008393,000000008393,000000008393,0105060000,3094,356,901,52,04,u91693,12,70011803,CLEARTRIP689430,9795145693767,356," ",WEB,rupay,73eb314a59cf2637a634d4ccbdb6abdb674d9ed112," ",1,,000000005678,,,,
,4567278727388778,280000,000000013777,000000013777,000000013777,0105060000,3439,356,901,59,04,u87435,12,70015020,GROFERS11797900,9795715252127,356," ",WEB,visa,4067c5c371459ecb53e48b68afe782788b38ccd212," ",2,,000000012000,,,,
,6011804551044356,280000,000000009084,000000009084,000000009084,0105060000,4457,356,901,59,04,p60665,12,70007469,PAYUPAISA477790,9784649641213,356," ",WEB,rupay,23d42476767b211cecc029f1c921aa1a28a86d7f12," ",3,,000000007204,000000012580,000000000463,,
,4024007140508705,280000,000000013968,000000013968,000000013968,0105090000,3229,356,901,59,04,z23079,12,70007469,PAYUPAISA477790,9789007264547,586," ",WEB,visa,0e6670d89b5793e5cfdcbd8dd43ac5aea9e1374d12," ",3,,,,,,
,4024007131668708,280000,000000012829,000000012829,000000012829,0105090000,3381,356,901,52,04,b64266,12,70007469,PAYUPAISA477790,9796996576056,356," ",WEB,visa,b5c016f697eebe6ec1a452feeaddd0aa90d31b2112," ",3,,000000008644,000000012319,000000012408,000000013867,000000013194
,6011829226382360,280000,000000019237,000000019237,000000019237,0105130000,3196,586,901,59,04,x06629,12,70011803,CLEARTRIP689430,9796511678128,356," ",WEB,rupay,8bb2146fec05ac4ba90a969f73aa177e2a3a4a0e12," ",1,,000000005285,000000018805,000000014397,,
,5349216399619304,280000,000000025950,000000025950,000000025950,0105140000,3103,524,901,52,04,d23259,12,70007469,PAYUPAISA477790,9793960532049,356," ",WEB,mastercard,ecb762eeb7c1e2f520193dcc6dd6026e5bb1302e12," ",3,,000000091760,000000071275,000000080126,,
,4532246605326378,280000,000000013421,000000013421,000000013421,0105160000,3200,586,901,52,04,v12024,12,70015020,GROFERS11797900,9780299204334,356," ",WEB,visa,45c5daed8472ee2d6bb77c91630a3aa150461a1a12," ",2,,000000012960,,,,
,2720386609281249,280000,000000013052,000000013052,000000013052,0105200000,4111,144,901,52,04,q05115,12,70015020,GROFERS11797900,9782335216202,356," ",WEB,mastercard,48d418ecc5b30915482bef1da8179086a79607f812," ",2,,000000021828,000000018514,,,
,4716678214231755,280000,000000000372,000000000372,000000000372,0106010000,8675,356,901,52,04,f94985,12,70007469,PAYUPAISA477790,9787516884850,144," ",WEB,visa,392dce2ffec770553a249d26238a2a39ac41065512," ",3,,000000012995,000000024044,000000012349,,
,6011935370451008,280000,000000022601,000000022601,000000022601,0106050000,3253,356,901,59,04,p97832,12,70011803,CLEARTRIP689430,9780171601879,356," ",WEB,rupay,1ba10228d0742e0d27e481175af2f6372150145912," ",1,,000000006021,000000008722,000000007015,000000021795,
,2415235660628550,280000,000000062381,000000062381,000000062381,0106090000,3245,586,901,59,04,x59162,12,70015020,GROFERS11797900,9794784129507,356," ",WEB,mastercard,d055a3766906d47c7303fdaae8ccf3ce7369954b12," ",2,,000000060600,000000023367,,,
,5587268153153328,280000,000000023306,000000023306,000000023306,0106090000,3096,524,901,59,04,x31370,12,70007469,PAYUPAISA477790,9799788305094,524," ",WEB,mastercard,ecd08521844c74044f579cfafea0232da40646cc12," ",3,,,,,,
,5129482911245962,280000,000000042497,000000042497,000000042497,0106120000,3197,524,901,59,04,y63152,12,70011803,CLEARTRIP689430,9783918880575,586," ",WEB,mastercard,376a28bcba5b10319858474490b03e05bb7f29b612," ",1,,000000021362,000000080006,,,
,6011784160071380,280000,000000012813,000000012813,000000012813,0106140000,4121,144,901,52,04,y98769,12,70015020,GROFERS11797900,9790195783949,524," ",WEB,rupay,edaa93c4656c9e4e124ebc34338452f1d43b2e2512," ",2,,000000019495,000000026163,000000009629,000000023699,
,4539800466191116,280000,000000013939,000000013939,000000013939,0106170000,4111,586,901,52,04,l62066,12,70007469,PAYUPAISA477790,9793740989216,586," ",WEB,visa,44777c557e01f783f8a3d3e262e9a2a5970edd3c12," ",3,,000000012316,,,,
,5108411630631207,280000,000000040043,000000040043,000000040043,0106190000,3287,356,901,59,04,r82532,12,70007469,PAYUPAISA477790,9798839621589,586," ",WEB,mastercard,1506c9650c65624d333e8637055c0a76ee6669e412," ",3,,000000027971,000000020679,000000084861,000000011080,
,4153478340676373,280000,000000013004,000000013004,000000013004,0106230000,3421,356,901,59,04,v50025,12,70011803,CLEARTRIP689430,9799337290697,586," ",WEB,visa,2bd1419e120e31b015c91f433fc6fe5608ce6b0412," ",1,,000000012103,,,,
,2720152444270080,280000,000000025259,000000025259,000000025259,0107000000,7033,144,901,59,04,c49804,12,70015020,GROFERS11797900,9787613741865,144," ",WEB,mastercard,7e35b3ced6db0455d54876336181bc13ea09034712," ",2,,000000022397,,,,
,4532635939117398,280000,000000022210,000000022210,000000022210,0107000000,3103,144,901,52,04,j45949,12,70015020,GROFERS11797900,9785176788778,356," ",WEB,visa,37cfc49261bf0d28715990d017ff39c05005435612," ",2,,000000012226,000000012773,000000001837,,
,2720102927475748,280000,000000005896,000000005896,000000005896,0107040000,3094,586,901,52,04,n03240,12,70015020,GROFERS11797900,9788849920116,144," ",WEB,mastercard,73ca05ce1102ff10a1b01841d3e3a092625f77d012," ",2,,000000021343,000000092859,000000094123,000000021733,
,4532766092221022,280000,000000017423,000000017423,000000017423,0107080000,3228,586,901,52,04,f86497,12,70011803,CLEARTRIP689430,9785211624900,356," ",WEB,visa,931267fc4e74714344e7a19f04bc5bee41fcb7e312," ",1,,,,,,
,2415235660628550,280000,000000099457,000000099457,000000099457,0107080000,3196,144,901,59,04,z91824,12,70015020,GROFERS11797900,9790037126347,356," ",WEB,mastercard,c892f62a45b90bc8cb240fb6164be1396cc6c56912," ",2,,000000060600,000000023367,,,
,6011784160071380,280000,000000015367,000000015367,000000015367,0107120000,3366,356,901,52,04,o66242,12,70007469,PAYUPAISA477790,9796654855332,144," ",WEB,rupay,7bf93d218d34e9c380c23638ee437a71cdec62bf12," ",3,,000000019495,000000026163,000000009629,000000023699,
,4539866589853064,280000,000000012995,000000012995,000000012995,0107120000,3366,586,901,52,04,i34340,12,70015020,GROFERS11797900,9793955475054,356," ",WEB,visa,d7e7f923da5b0bd4fb5b73f12a639b8b6bdc4e9c12," ",2,,000000012950,000000013927,,,
,2720152444270080,280000,000000052145,000000052145,000000052145,0107120000,7012,144,901,59,04,r57033,12,70007469,PAYUPAISA477790,9780831023478,356," ",WEB,mastercard,3895b5f1fc49d5001d412466667c5e9733212f2412," ",3,,000000022397,,,,
,2720386609281249,280000,000000018956,000000018956,000000018956,0107130000,3213,586,901,52,04,w25631,12,70011803,CLEARTRIP689430,9795105794374,356," ",WEB,mastercard,72d3502064e3449f05de2175bd157c4d6afcf4a512," ",1,,000000021828,000000018514,,,
,2433507638493079,280000,000000023453,000000023453,000000023453,0107130000,3178,356,901,52,04,y01680,12,70015020,GROFERS11797900,9792383879410,356," ",WEB,mastercard,e8f2514205c92be4d4a64b4b6f284685756c0cc012," ",2,,,,,,
,2396478346989565,280000,000000021332,000000021332,000000021332,0107160000,3125,144,901,59,04,y83523,12,70011803,CLEARTRIP689430,9785490806233,144," ",WEB,mastercard,57fe5a0b208d761244f3eb1df973a713fd532f9812," ",1,,000000094530,000000022691,,,
,2608252458008801,280000,000000088384,000000088384,000000088384,0107170000,3000,524,901,52,04,u96338,12,70007469,PAYUPAISA477790,9785346298823,356," ",WEB,mastercard,3e60ef4c1668b67610dde7441418e8b355bb88f612," ",3,,000000070871,000000081095,000000057423,000000097912,
,6011830320992807,280000,000000002167,000000002167,000000002167,0107200000,3385,524,901,59,04,h28231,12,70011803,CLEARTRIP689430,9796709546222,356," ",WEB,rupay,f56a621b97e06feb5d630886d9871069ce57c35f12," ",1,,000000021177,000000007319,000000019679,,
,5331235391528800,280000,000000095892,000000095892,000000095892,0107200000,4121,144,901,52,04,m51460,12,70007469,PAYUPAISA477790,9780214365034,356," ",WEB,mastercard,22278ea96294a0b91d2429ecb33824721f69c4a012," ",3,,000000064799,000000027745,,,
,2686363325817582,280000,000000074632,000000074632,000000074632,0107230000,3282,144,901,59,04,i33901,12,70015020,GROFERS11797900,9791655697400,586," ",WEB,mastercard,774b74b85099c340ff8e9892489c82fb88ecfa8012," ",2,,000000019053,,,,
,5448808686841193,280000,000000022126,000000022126,000000022126,0108000000,3219,356,901,59,04,h56122,12,70007469,PAYUPAISA477790,9789437522538,524," ",WEB,mastercard,75c32a8ad5d5eac24cdae0d0af52ac4b297feb1412," ",3,,000000027908,,,,
,4536274770502322,280000,000000008238,000000008238,000000008238,0108030000,3393,144,901,52,04,w75558,12,70007469,PAYUPAISA477790,9798058826109,144," ",WEB,visa,a4b726566121bec9a90f51a51d1314dbfee7b49412," ",3,,,,,,
,6011656648431776,280000,000000009316,000000009316,000000009316,0108050000,3177,356,901,52,04,j43690,12,70007469,PAYUPAISA477790,9793702560484,356," ",WEB,rupay,a71f2e6a45f7c902c5c7686989c02043df43504812," ",3,,000000002984,000000026233,,,
,4539139424130035,280000,000000012681,000000012681,000000012681,0108060000,3287,356,901,59,04,r20206,12,70015020,GROFERS11797900,9784815803896,144," ",WEB,visa,fb89f74e1e31aaf560ecc2de50a20e5dbee3436b12," ",2,,000000013259,000000013340,000000038792,,
,2646447376714159,280000,000000008163,000000008163,000000008163,0108080000,3164,356,901,52,04,j16965,12,70011803,CLEARTRIP689430,9798762878265,144," ",WEB,mastercard,7a0562abfaeff3b70dca7ed3d32fa10ac8d7dc1512," ",1,,,,,,
,4539874789911310,280000,000000012590,000000012590,000000012590,0108120000,3385,356,901,52,04,r36293,12,70011803,CLEARTRIP689430,9783858657886,356," ",WEB,visa,0aaa607b47e2846d3a29fde32a66ec01ce4d04d612," ",1,,000000017640,000000012064,,,
,4153478340676373,280000,000000010605,000000010605,000000010605,0108120000,3005,356,901,59,04,n50006,12,70007469,PAYUPAISA477790,9798478026578,524," ",WEB,visa,4db34d0d68869391178c593bef09af6de7142a3112," ",3,,000000012103,,,,
,2686363325817582,280000,000000059025,000000059025,000000059025,0108140000,3164,356,901,52,04,l26302,12,70011803,CLEARTRIP689430,9780678261170,356," ",WEB,mastercard,f532461134faf034bb3ff9d742f6318a8f80c21b12," ",1,,000000019053,,,,
,4916063253524667,280000,000000013438,000000013438,000000013438,0108180000,3374,356,901,52,04,z58731,12,70011803,CLEARTRIP689430,9797429017122,356," ",WEB,visa,308241d27d84edb327853de9c5c3a5c930e5a26112," ",1,,,,,,
,4986225983942924,280000,000000013072,000000013072,000000013072,0108220000,5592,586,901,59,04,n33672,12,70011803,CLEARTRIP689430,9788039345828,356," ",WEB,visa,12544e2e4e6c53458e4f6699de89d66ee38dbc3112," ",1,,000000024151,,,,
,2221882807573993,280000,000000032963,000000032963,000000032963,0108230000,3260,356,901,59,04,t46972,12,70007469,PAYUPAISA477790,9786899552790,356," ",WEB,mastercard,36b1505713db464bb5647f751638df1ebe926de312," ",3,,000000023600,000000027191,,,
,6011935370451008,280000,000000015576,000000015576,000000015576,0109030000,7519,144,901,52,04,g25016,12,70007469,PAYUPAISA477790,9786622876919,356," ",WEB,rupay,d4271b69feb6ca1ca3a4eee6e64e59c16831fe0812," ",3,,000000006021,000000008722,000000007015,000000021795,
,2720152444270080,280000,000000027950,000000027950,000000027950,0109060000,3055,356,901,52,04,z82402,12,70007469,PAYUPAISA477790,9799117840678,586," ",WEB,mastercard,d972aaff3722d5727d0b47b97b713bf3666be21412," ",3,,000000022397,,,,
,4716550993163477,280000,000000028826,000000028826,000000028826,0109070000,3167,144,901,59,04,i91530,12,70015020,GROFERS11797900,9786973777118,144," ",WEB,visa,89c4afaa7f1943c6f5f4c87455801d41f0c6a42912," ",2,,,,,,
,4929146601983852,280000,000000000884,000000000884,000000000884,0109070000,3757,144,901,52,04,q12314,12,70007469,PAYUPAISA477790,9790159497486,356," ",WEB,visa,9ebc782b8da19172124b8013be138125f97dba1712," ",3,,000000012185,000000016562,000000013801,,
,6011920728597199,280000,000000020792,000000020792,000000020792,0109080000,5271,356,901,59,04,b25965,12,70007469,PAYUPAISA477790,9790735128353,586," ",WEB,rupay,1a02fc1d181ce82c024c210910dabb604219357612," ",3,,000000002444,000000012270,,,
,2513312283173461,280000,000000076280,000000076280,000000076280,0109080000,3260,356,901,52,04,b48040,12,70015020,GROFERS11797900,9790684105825,586," ",WEB,mastercard,3314ed524a1a629ee1fd98c45e3f648a06beacee12," ",2,,000000026888,,,,
,4024007140508705,280000,000000011706,000000011706,000000011706,0109120000,3398,356,901,59,04,a50596,12,70015020,GROFERS11797900,9787169814303,586," ",WEB,visa,89744398966abf0732ceb3c8a2fd0a5f9072800a12," ",2,,,,,,
,4539119833995715,280000,000000012101,000000012101,000000012101,0109140000,3033,586,901,59,04,v83516,12,70007469,PAYUPAISA477790,9795261281084,144," ",WEB,visa,f5daf36929cfcb6823203f27d2496ceaa27d1fa712," ",3,,000000013768,,,,
,4716944788006340,280000,000000018850,000000018850,000000018850,0109150000,3815,586,901,59,04,k77969,12,70007469,PAYUPAISA477790,9790776510902,586," ",WEB,visa,65074364a3fde139ce9c03ef2534e5229f3132f912," ",3,,000000012735,,,,
,5352746410810627,280000,000000079162,000000079162,000000079162,0109160000,3412,356,901,59,04,z90340,12,70007469,PAYUPAISA477790,9786794103394,144," ",WEB,mastercard,02ba24a7a91274cd2bfe75ea5392f002a62e09dd12," ",3,,000000028545,000000025232,,,
,4024007108703181,280000,000000012747,000000012747,000000012747,0109180000,3260,356,901,59,04,b91113,12,70007469,PAYUPAISA477790,9786336967361,356," ",WEB,visa,72b6a270e012b203debbaba417f7bb8b53312aad12," ",3,,,,,,
,4929700957056703,280000,000000012564,000000012564,000000012564,0109220000,3393,144,901,59,04,s01377,12,70015020,GROFERS11797900,9784785602963,356," ",WEB,visa,ad07fa7a3a01617051e04f9a92c2de3ed8a79ea812," ",2,,000000005702,000000013425,000000013831,,
,2415235660628550,280000,000000035230,000000035230,000000035230,0110010000,3280,586,901,52,04,n91031,12,70015020,GROFERS11797900,9787834674393,356," ",WEB,mastercard,4669ef01bce9452444149fce5bb68b987bd3ce2a12," ",2,,000000060600,000000023367,,,
,5587268153153328,280000,000000099161,000000099161,000000099161,0110050000,7523,524,901,52,04,z55649,12,70015020,GROFERS11797900,9783772544873,144," ",WEB,mastercard,532fdff5287097fb03882d50ac75a0d388a5721f12," ",2,,,,,,
,5331235391528800,280000,000000043405,000000043405,000000043405,0110070000,7549,144,901,59,04,g72457,12,70007469,PAYUPAISA477790,9780090199198,144," ",WEB,mastercard,e6b3747d1da293fe14f6e68689d4a7a4bc653d2a12," ",3,,000000064799,000000027745,,,
,5129482911245962,280000,000000021230,000000021230,000000021230,0110100000,3072,586,901,59,04,b77406,12,70015020,GROFERS11797900,9782918539841,356," ",WEB,mastercard,ebee5e94b2be0ed3781d436908d6fab62f8f23e512," ",2,,000000021362,000000080006,,,
,4485869129831602,280000,000000013118,000000013118,000000013118,0110110000,3370,144,901,52,04,z40430,12,70011803,CLEARTRIP689430,9798028742040,356," ",WEB,visa,b03229d5579b3c76054e5f0d4f02718b4b97a7eb12," ",1,,000000000105,,,,
,4153478340676373,280000,000000012697,000000012697,000000012697,0110150000,3196,144,901,52,04,y83479,12,70011803,CLEARTRIP689430,9793148985780,586," ",WEB,visa,72aa47b0781950d7a0bcc6ffc0ff148204afa03f12," ",1,,000000012103,,,,
,4485869129831602,280000,000000013027,000000013027,000000013027,0110170000,7012,144,901,59,04,f35582,12,70015020,GROFERS11797900,9794278670034,356," ",WEB,visa,031e32a765c3a46c6d417923127f6420deae11d512," ",2,,000000000105,,,,
,4916063253524667,280000,000000013374,000000013374,000000013374,0110200000,3068,144,901,59,04,w82141,12,70011803,CLEARTRIP689430,9782502672480,144," ",WEB,visa,22f2928091d6d83826ac4c1b40a8384374641ccf12," ",1,,,,,,
,2568144138306812,280000,000000019186,000000019186,000000019186,0110230000,7519,586,901,59,04,k36833,12,70015020,GROFERS11797900,9788306356595,586," ",WEB,mastercard,318e13d0c223ee59e82266b2569455239f1c067d12," ",2,,000000019704,000000091718,,,
